"PVWatts Hourly PV Performance Data"
"Requested Location","33027, USA"
"Location","Lat, Lng: 25.97, -80.34"
"Latitude (DD)","25.97"
"Longitude (DD)","-80.34"
"Elevation (m)","3"
"DC System Size (kW)","194.4"
"Module Type","Premium"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","7"
"Array Azimuth (deg)","127.12"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1"
"Inverter Efficiency (%)","97"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","17","0","11","20","1.9","0.14","11.351","20.221","996.019","36.484"
"1","1","18","0","0","20","1.9","0.14","0","20","0","0"
"1","1","19","0","0","20","2","0.14","0","20","0","0"
"1","1","20","0","0","20","2.2","0.14","0","20","0","0"
"1","1","21","0","0","20","2.3","0.14","0","20","0","0"
"1","1","22","0","0","20","2.2","0.14","0","20","0","0"
"1","1","23","0","0","20","2.1","0.14","0","20","0","0"
"1","2","0","0","0","20","2.1","0.14","0","20","0","0"
"1","2","1","0","0","20","2.1","0.14","0","20","0","0"
"1","2","2","0","0","19","2.1","0.14","0","19","0","0"
"1","2","3","0","0","19","2.1","0.14","0","19","0","0"
"1","2","4","0","0","19","2.1","0.14","0","19","0","0"
"1","2","5","0","0","19","2","0.14","0","19","0","0"
"1","2","6","0","0","19","1.9","0.14","0","19","0","0"
"1","2","7","167","24","20","2","0.14","57.945","21.043","4784.151","3728.632"
"1","2","8","566","69","21","2.5","0.14","306.744","27.364","48328.092","46169.252"
"1","2","9","124","186","21","2.7","0.14","273.143","26.521","44093.947","42042.391"
"1","2","10","801","107","22","2.8","0.14","659.351","35.19","106190.115","102565.159"
"1","2","11","839","114","22","2.7","0.14","738.655","37.082","117673.63","113757.703"
"1","2","12","851","115","23","2.6","0.14","744.868","38.528","117843.443","113923.213"
"1","2","13","827","116","23","2.3","0.14","676.482","37.95","107314.785","103661.332"
"1","2","14","784","107","23","1.9","0.14","547.512","36.107","87627.766","84473.145"
"1","2","15","693","92","22","1.5","0.14","369.189","31.483","57635.996","55241.311"
"1","2","16","505","66","21","1.2","0.14","169.522","25.333","22949.108","21433.323"
"1","2","17","72","13","21","1.1","0.14","13.654","21.313","1203.262","238.476"
"1","2","18","0","0","20","1.1","0.14","0","20","0","0"
"1","2","19","0","0","20","1.1","0.14","0","20","0","0"
"1","2","20","0","0","20","1.1","0.14","0","20","0","0"
"1","2","21","0","0","19","1.2","0.14","0","19","0","0"
"1","2","22","0","0","19","1.1","0.14","0","19","0","0"
"1","2","23","0","0","19","1.1","0.14","0","19","0","0"
"1","3","0","0","0","19","1.2","0.14","0","19","0","0"
"1","3","1","0","0","19","1.4","0.14","0","19","0","0"
"1","3","2","0","0","18","1.6","0.14","0","18","0","0"
"1","3","3","0","0","18","1.8","0.14","0","18","0","0"
"1","3","4","0","0","18","1.9","0.14","0","18","0","0"
"1","3","5","0","0","18","1.9","0.14","0","18","0","0"
"1","3","6","0","0","18","2.1","0.14","0","18","0","0"
"1","3","7","99","24","18","2.5","0.14","44.831","18.746","3822.205","2791.06"
"1","3","8","0","62","19","2.5","0.14","63.737","20.339","9919.475","8733.836"
"1","3","9","0","126","20","2.3","0.14","130.553","22.843","20651.078","19193.521"
"1","3","10","764","114","21","2.1","0.14","643.868","35.666","103411.555","99857.002"
"1","3","11","814","118","22","2","0.14","725.538","38.91","114724.124","110882.932"
"1","3","12","834","116","23","1.8","0.14","734.756","40.901","115155.726","111303.599"
"1","3","13","784","129","23","1.7","0.14","663.236","39.547","104449.199","100868.355"
"1","3","14","0","45","23","1.5","0.14","45.996","24.18","6866.404","5758.125"
"1","3","15","649","101","23","1.4","0.14","362.595","32.532","56436.736","54072.438"
"1","3","16","0","57","22","1.2","0.14","58.165","23.603","8868.536","7709.526"
"1","3","17","52","13","21","1.3","0.14","13.592","21.298","1197.441","232.802"
"1","3","18","0","0","21","1.7","0.14","0","21","0","0"
"1","3","19","0","0","20","2","0.14","0","20","0","0"
"1","3","20","0","0","20","2.4","0.14","0","20","0","0"
"1","3","21","0","0","20","2.6","0.14","0","20","0","0"
"1","3","22","0","0","19","2.6","0.14","0","19","0","0"
"1","3","23","0","0","19","2.5","0.14","0","19","0","0"
"1","4","0","0","0","19","2.3","0.14","0","19","0","0"
"1","4","1","0","0","19","2.1","0.14","0","19","0","0"
"1","4","2","0","0","19","1.9","0.14","0","19","0","0"
"1","4","3","0","0","19","1.7","0.14","0","19","0","0"
"1","4","4","0","0","19","1.6","0.14","0","19","0","0"
"1","4","5","0","0","19","1.5","0.14","0","19","0","0"
"1","4","6","0","0","19","1.4","0.14","0","19","0","0"
"1","4","7","197","22","20","1.2","0.14","59.692","21.267","4836.747","3779.895"
"1","4","8","588","63","21","1.2","0.14","308.18","29.398","48131.211","45977.359"
"1","4","9","741","85","22","1.1","0.14","515.176","36.559","82888.058","79853.533"
"1","4","10","0","151","22","0.7","0.14","155.771","26.873","24185.825","22638.704"
"1","4","11","827","116","23","0.4","0.14","733.707","48.291","111896.994","108127.436"
"1","4","12","43","283","23","0.4","0.14","326.897","34.159","50404.235","48192.789"
"1","4","13","0","91","23","0.5","0.14","93.082","26.076","14123.524","12831.363"
"1","4","14","0","22","24","0.6","0.14","22.481","24.723","3236.892","2220.577"
"1","4","15","0","50","23","0.4","0.14","51.099","24.747","7717.808","6587.955"
"1","4","16","490","70","23","0.2","0.14","172.85","28.861","23341.753","21816.019"
"1","4","17","82","14","22","0.5","0.14","14.76","22.395","1298.942","331.732"
"1","4","18","0","0","21","0.8","0.14","0","21","0","0"
"1","4","19","0","0","21","0.9","0.14","0","21","0","0"
"1","4","20","0","0","20","1","0.14","0","20","0","0"
"1","4","21","0","0","20","1","0.14","0","20","0","0"
"1","4","22","0","0","20","1.1","0.14","0","20","0","0"
"1","4","23","0","0","20","1.2","0.14","0","20","0","0"
"1","5","0","0","0","20","1.2","0.14","0","20","0","0"
"1","5","1","0","0","19","1.2","0.14","0","19","0","0"
"1","5","2","0","0","19","1.2","0.14","0","19","0","0"
"1","5","3","0","0","19","1.2","0.14","0","19","0","0"
"1","5","4","0","0","19","1.2","0.14","0","19","0","0"
"1","5","5","0","0","19","1.1","0.14","0","19","0","0"
"1","5","6","0","0","19","0.8","0.14","0","19","0","0"
"1","5","7","169","23","19","0.5","0.14","55.974","20.443","4605.633","3554.637"
"1","5","8","121","102","20","0.9","0.14","161.365","24.773","25400.567","23822.667"
"1","5","9","735","88","21","2","0.14","515.316","32.91","84050.274","80986.3"
"1","5","10","821","98","22","2.7","0.14","664.247","35.525","106899.038","103256.119"
"1","5","11","863","102","23","3.2","0.14","745.767","36.99","118908.2","114960.992"
"1","5","12","879","101","23","3.7","0.14","752.614","36.093","120234.528","116253.713"
"1","5","13","246","296","23","4","0.14","474.159","30.844","75582.781","72733.357"
"1","5","14","0","150","23","4.1","0.14","153.478","25.485","23968.61","22426.993"
"1","5","15","763","75","23","3.9","0.14","385.357","29.431","60809.178","58334.09"
"1","5","16","593","56","22","3.3","0.14","181.569","25.065","24393.368","22840.988"
"1","5","17","148","15","22","2.9","0.14","16.098","22.25","1424.773","454.374"
"1","5","18","0","0","21","2.9","0.14","0","21","0","0"
"1","5","19","0","0","21","2.9","0.14","0","21","0","0"
"1","5","20","0","0","20","2.8","0.14","0","20","0","0"
"1","5","21","0","0","20","2.8","0.14","0","20","0","0"
"1","5","22","0","0","20","3","0.14","0","20","0","0"
"1","5","23","0","0","19","3.4","0.14","0","19","0","0"
"1","6","0","0","0","19","3.7","0.14","0","19","0","0"
"1","6","1","0","0","19","3.8","0.14","0","19","0","0"
"1","6","2","0","0","19","3.9","0.14","0","19","0","0"
"1","6","3","0","0","19","4","0.14","0","19","0","0"
"1","6","4","0","0","19","4","0.14","0","19","0","0"
"1","6","5","0","0","19","3.9","0.14","0","19","0","0"
"1","6","6","0","0","19","4","0.14","0","19","0","0"
"1","6","7","139","23","20","4.5","0.14","51.087","20.614","4246.39","3204.497"
"1","6","8","226","97","20","4.9","0.14","199.85","22.889","31804.749","30064.579"
"1","6","9","721","90","21","4.9","0.14","509.92","28.426","84535.088","81458.83"
"1","6","10","214","257","22","5.2","0.14","421.672","27.92","68114.596","65454.402"
"1","6","11","52","280","23","5.7","0.14","333.085","27.395","52861.924","50588.204"
"1","6","12","137","322","23","6.4","0.14","440.285","28.391","70270.59","67555.767"
"1","6","13","124","302","23","7","0.14","398.666","27.593","63757.409","61207.618"
"1","6","14","125","253","23","6.9","0.14","331.336","26.861","53199.262","50916.995"
"1","6","15","0","113","22","6.4","0.14","115.372","23.411","18135.932","16742.104"
"1","6","16","56","93","21","6.1","0.14","105.901","22.32","16250.044","14904.001"
"1","6","17","0","11","21","6","0.14","11.351","21.12","991.523","32.102"
"1","6","18","0","0","20","6.4","0.14","0","20","0","0"
"1","6","19","0","0","18","6.7","0.14","0","18","0","0"
"1","6","20","0","0","17","6.6","0.14","0","17","0","0"
"1","6","21","0","0","16","6.2","0.14","0","16","0","0"
"1","6","22","0","0","16","6.1","0.14","0","16","0","0"
"1","6","23","0","0","15","6.2","0.14","0","15","0","0"
"1","7","0","0","0","14","6","0.14","0","14","0","0"
"1","7","1","0","0","14","5.6","0.14","0","14","0","0"
"1","7","2","0","0","14","5.5","0.14","0","14","0","0"
"1","7","3","0","0","13","5.4","0.14","0","13","0","0"
"1","7","4","0","0","13","4.7","0.14","0","13","0","0"
"1","7","5","0","0","13","4","0.14","0","13","0","0"
"1","7","6","0","0","13","3.9","0.14","0","13","0","0"
"1","7","7","246","22","13","4","0.14","66.191","13.828","5460.346","4387.693"
"1","7","8","674","59","13","4","0.14","336.871","18.474","54876.455","52551.691"
"1","7","9","835","76","14","4","0.14","556.996","23.166","94418.29","91091.61"
"1","7","10","909","85","15","3.7","0.14","708.35","27.253","117727.722","113810.425"
"1","7","11","943","90","16","3.5","0.14","791.544","30.16","129596.871","125378.831"
"1","7","12","951","92","17","3.6","0.14","799.154","31.113","130166.233","125933.767"
"1","7","13","935","90","17","3.8","0.14","729.801","29.538","119680.235","115713.465"
"1","7","14","893","85","18","4.1","0.14","594.876","27.797","98446.42","95017.675"
"1","7","15","808","76","18","4.4","0.14","408.632","24.358","65937.443","63332.414"
"1","7","16","637","57","17","4.2","0.14","194.972","19.885","26893.293","25277.57"
"1","7","17","179","17","17","3.9","0.14","14.715","17.188","1329.971","361.975"
"1","7","18","0","0","16","3.9","0.14","0","16","0","0"
"1","7","19","0","0","16","3.9","0.14","0","16","0","0"
"1","7","20","0","0","16","3.7","0.14","0","16","0","0"
"1","7","21","0","0","16","3.7","0.14","0","16","0","0"
"1","7","22","0","0","16","3.9","0.14","0","16","0","0"
"1","7","23","0","0","16","4","0.14","0","16","0","0"
"1","8","0","0","0","16","4.1","0.14","0","16","0","0"
"1","8","1","0","0","16","4.3","0.14","0","16","0","0"
"1","8","2","0","0","16","4.2","0.14","0","16","0","0"
"1","8","3","0","0","16","4","0.14","0","16","0","0"
"1","8","4","0","0","16","3.7","0.14","0","16","0","0"
"1","8","5","0","0","16","3.4","0.14","0","16","0","0"
"1","8","6","0","0","16","3.2","0.14","0","16","0","0"
"1","8","7","209","22","17","3.4","0.14","60.271","17.832","4930.735","3871.502"
"1","8","8","624","61","18","4","0.14","319.563","23.194","51109.447","48880.132"
"1","8","9","779","81","19","4.5","0.14","531.569","27.159","88686.812","85505.357"
"1","8","10","870","87","20","4.7","0.14","687.275","30.331","112871.099","109076.859"
"1","8","11","910","91","21","4.8","0.14","769.684","32.456","124905.066","120805.908"
"1","8","12","926","91","21","5","0.14","781.39","32.365","126646.709","122503.422"
"1","8","13","900","96","21","5.1","0.14","714.395","31.286","116320.745","112439.098"
"1","8","14","866","89","21","5","0.14","586.058","29.558","96292.515","92918.346"
"1","8","15","792","77","21","4.7","0.14","405.216","27.06","64788.47","62212.554"
"1","8","16","637","57","20","3.9","0.14","196.703","23.042","26901.802","25285.863"
"1","8","17","209","18","19","3.4","0.14","15.769","19.216","1416.353","446.168"
"1","8","18","0","0","18","3.2","0.14","0","18","0","0"
"1","8","19","0","0","18","2.8","0.15","0","18","0","0"
"1","8","20","0","0","17","2.5","0.15","0","17","0","0"
"1","8","21","0","0","17","2.3","0.15","0","17","0","0"
"1","8","22","0","0","17","2.1","0.15","0","17","0","0"
"1","8","23","0","0","16","2.1","0.15","0","16","0","0"
"1","9","0","0","0","16","2.2","0.15","0","16","0","0"
"1","9","1","0","0","16","2.5","0.15","0","16","0","0"
"1","9","2","0","0","15","2.9","0.15","0","15","0","0"
"1","9","3","0","0","15","3.4","0.15","0","15","0","0"
"1","9","4","0","0","14","3.7","0.15","0","14","0","0"
"1","9","5","0","0","14","3.8","0.15","0","14","0","0"
"1","9","6","0","0","14","3.7","0.15","0","14","0","0"
"1","9","7","246","21","14","3.7","0.15","64.727","14.844","5293.718","4225.288"
"1","9","8","652","59","15","3.5","0.15","329.279","20.749","53178.527","50896.785"
"1","9","9","803","78","17","3.2","0.15","543.782","27.083","90813.424","87578.085"
"1","9","10","876","89","18","2.6","0.15","696.203","32.395","113478.086","109668.466"
"1","9","11","904","98","19","2","0.15","775.957","37.051","123755.662","119685.628"
"1","9","12","908","102","20","1.7","0.15","783.229","39.448","123564.384","119499.196"
"1","9","13","884","105","20","1.7","0.15","717.253","37.858","113898.727","110078.45"
"1","9","14","843","98","20","1.9","0.15","585.648","33.996","94582.582","91251.739"
"1","9","15","214","179","20","2","0.15","271.747","26.271","43381.368","41347.868"
"1","9","16","593","63","19","2.1","0.15","195.669","23.111","27099.711","25478.758"
"1","9","17","163","19","19","2.4","0.15","16.586","19.273","1492.565","520.448"
"1","9","18","0","0","18","2.9","0.15","0","18","0","0"
"1","9","19","0","0","18","3.2","0.15","0","18","0","0"
"1","9","20","0","0","18","3.3","0.15","0","18","0","0"
"1","9","21","0","0","18","3.4","0.15","0","18","0","0"
"1","9","22","0","0","18","3.5","0.15","0","18","0","0"
"1","9","23","0","0","19","3.6","0.15","0","19","0","0"
"1","10","0","0","0","19","3.6","0.15","0","19","0","0"
"1","10","1","0","0","19","3.5","0.15","0","19","0","0"
"1","10","2","0","0","19","3.3","0.15","0","19","0","0"
"1","10","3","0","0","19","3.2","0.15","0","19","0","0"
"1","10","4","0","0","19","3.3","0.15","0","19","0","0"
"1","10","5","0","0","19","3.3","0.15","0","19","0","0"
"1","10","6","0","0","19","3.2","0.15","0","19","0","0"
"1","10","7","20","21","20","3.4","0.15","25.59","20.375","2256.258","1264.791"
"1","10","8","536","72","21","4","0.15","298.336","25.838","47233.716","45102.604"
"1","10","9","694","100","22","4.3","0.15","508.895","29.999","83802.617","80744.918"
"1","10","10","793","109","22","4.3","0.15","662.874","32.483","107795.513","104129.879"
"1","10","11","342","284","22","4.1","0.15","560.436","31.099","89788.434","86579.066"
"1","10","12","503","249","23","3.9","0.15","641.317","33.773","102188.399","98664.839"
"1","10","13","474","248","23","3.8","0.15","587.901","33.029","93904.641","90590.976"
"1","10","14","322","244","23","3.5","0.15","438.145","30.813","70256.998","67542.52"
"1","10","15","173","184","23","3.1","0.15","260.325","27.914","41273.408","39293.32"
"1","10","16","18","92","22","2.5","0.15","97.6","24.033","15091.652","13774.961"
"1","10","17","0","12","21","2.2","0.15","12.288","21.225","1076.895","115.311"
"1","10","18","0","0","21","2.3","0.15","0","21","0","0"
"1","10","19","0","0","21","2.4","0.15","0","21","0","0"
"1","10","20","0","0","21","2.4","0.15","0","21","0","0"
"1","10","21","0","0","21","2.3","0.15","0","21","0","0"
"1","10","22","0","0","20","2.1","0.15","0","20","0","0"
"1","10","23","0","0","20","2","0.15","0","20","0","0"
"1","11","0","0","0","20","1.9","0.15","0","20","0","0"
"1","11","1","0","0","20","1.8","0.15","0","20","0","0"
"1","11","2","0","0","20","1.6","0.15","0","20","0","0"
"1","11","3","0","0","20","1.5","0.15","0","20","0","0"
"1","11","4","0","0","20","1.4","0.15","0","20","0","0"
"1","11","5","0","0","20","1.3","0.15","0","20","0","0"
"1","11","6","0","0","20","1.2","0.15","0","20","0","0"
"1","11","7","142","23","20","1.4","0.15","50.956","21.048","4218.7","3177.509"
"1","11","8","113","102","21","1.6","0.15","158.679","24.959","24956.039","23389.402"
"1","11","9","49","179","22","1.5","0.15","220.167","27.638","34983.785","33163.064"
"1","11","10","61","248","23","1.4","0.15","305.85","31.014","48048.59","45896.832"
"1","11","11","823","122","23","1.2","0.15","745.757","43.721","115720.125","111853.697"
"1","11","12","835","125","24","1","0.15","757.645","46.176","116251.546","112371.652"
"1","11","13","823","121","24","0.9","0.15","696.396","44.938","107439.573","103782.958"
"1","11","14","780","113","25","0.8","0.15","569.366","42.596","88796.215","85611.988"
"1","11","15","693","98","24","0.5","0.15","392.311","37.008","60548.365","58079.886"
"1","11","16","529","64","23","0.2","0.15","185.43","29.286","25330.897","23754.762"
"1","11","17","0","26","23","0.2","0.15","25.089","23.748","2250.216","1258.902"
"1","11","18","0","0","22","0.2","0.15","0","22","0","0"
"1","11","19","0","0","22","0.4","0.15","0","22","0","0"
"1","11","20","0","0","21","0.8","0.15","0","21","0","0"
"1","11","21","0","0","21","1.4","0.15","0","21","0","0"
"1","11","22","0","0","20","2.2","0.15","0","20","0","0"
"1","11","23","0","0","19","3.4","0.15","0","19","0","0"
"1","12","0","0","0","19","4.5","0.15","0","19","0","0"
"1","12","1","0","0","18","5.2","0.15","0","18","0","0"
"1","12","2","0","0","17","5.7","0.15","0","17","0","0"
"1","12","3","0","0","16","6.1","0.15","0","16","0","0"
"1","12","4","0","0","15","6.6","0.15","0","15","0","0"
"1","12","5","0","0","15","6.9","0.15","0","15","0","0"
"1","12","6","0","0","14","7","0.15","0","14","0","0"
"1","12","7","0","1","14","7.2","0.15","1.023","14.009","0","0"
"1","12","8","0","67","14","7.2","0.15","69.334","14.779","11078.109","9863.113"
"1","12","9","0","102","14","7.1","0.15","105.243","15.193","17013.187","15647.807"
"1","12","10","0","153","14","6.9","0.15","158.262","15.827","25656.966","24072.569"
"1","12","11","35","269","15","6.6","0.15","309.606","18.69","50569.339","48353.709"
"1","12","12","800","142","16","6.2","0.15","751.401","25.478","124441.707","120354.29"
"1","12","13","815","127","16","5.8","0.15","699.211","25.236","116081.415","112205.832"
"1","12","14","262","256","16","5.5","0.15","417.497","21.675","69013.15","66330.188"
"1","12","15","704","99","16","5.2","0.15","399.931","21.607","65511.65","62917.41"
"1","12","16","547","71","16","4.6","0.15","197.951","18.808","28420.608","26766.185"
"1","12","17","163","22","15","4.3","0.15","19.432","15.234","1767.996","788.901"
"1","12","18","0","0","15","4.5","0.15","0","15","0","0"
"1","12","19","0","0","15","4.8","0.15","0","15","0","0"
"1","12","20","0","0","14","5","0.15","0","14","0","0"
"1","12","21","0","0","14","5.3","0.15","0","14","0","0"
"1","12","22","0","0","13","5.7","0.15","0","13","0","0"
"1","12","23","0","0","12","6.1","0.15","0","12","0","0"
"1","13","0","0","0","11","6.3","0.15","0","11","0","0"
"1","13","1","0","0","11","6.4","0.15","0","11","0","0"
"1","13","2","0","0","11","6.4","0.15","0","11","0","0"
"1","13","3","0","0","10","6.5","0.15","0","10","0","0"
"1","13","4","0","0","10","6.4","0.15","0","10","0","0"
"1","13","5","0","0","10","6.5","0.15","0","10","0","0"
"1","13","6","0","0","10","6.6","0.15","0","10","0","0"
"1","13","7","188","23","10","6.7","0.15","57.953","10.529","4938.095","3878.676"
"1","13","8","599","71","11","6.7","0.15","322.574","14.765","53311.502","51026.391"
"1","13","9","770","93","13","6.5","0.15","545.763","19.579","93529.382","90225.225"
"1","13","10","857","104","14","6.3","0.15","704.131","22.726","118743.909","114800.864"
"1","13","11","898","110","15","6","0.15","791.446","25.188","131708.192","127436.655"
"1","13","12","913","110","16","5.6","0.15","801.876","26.833","132444.817","128154.616"
"1","13","13","896","110","17","5.3","0.15","739.391","27.365","122000.495","117974.933"
"1","13","14","857","103","17","5.1","0.15","607.923","25.745","101188.531","97690.306"
"1","13","15","777","90","17","4.9","0.15","423.653","23.169","69141.855","66455.633"
"1","13","16","612","67","16","4.5","0.15","210.587","19.019","30112.121","28414.839"
"1","13","17","192","23","15","4.4","0.15","21.567","15.252","1929.479","946.292"
"1","13","18","0","0","15","4.9","0.15","0","15","0","0"
"1","13","19","0","0","14","5.1","0.15","0","14","0","0"
"1","13","20","0","0","14","4.9","0.15","0","14","0","0"
"1","13","21","0","0","14","4.6","0.15","0","14","0","0"
"1","13","22","0","0","14","4.4","0.15","0","14","0","0"
"1","13","23","0","0","14","4.2","0.15","0","14","0","0"
"1","14","0","0","0","14","4.1","0.15","0","14","0","0"
"1","14","1","0","0","13","3.9","0.15","0","13","0","0"
"1","14","2","0","0","13","3.8","0.15","0","13","0","0"
"1","14","3","0","0","13","3.7","0.15","0","13","0","0"
"1","14","4","0","0","13","3.5","0.15","0","13","0","0"
"1","14","5","0","0","13","3.4","0.15","0","13","0","0"
"1","14","6","0","0","13","3.3","0.15","0","13","0","0"
"1","14","7","0","16","14","3.4","0.15","16.389","14.243","1506.614","534.141"
"1","14","8","296","92","15","3.4","0.15","226.343","19.026","36662.425","34799.171"
"1","14","9","237","183","17","3.4","0.15","339.117","23.08","56056.01","53701.358"
"1","14","10","180","263","18","3.4","0.15","408.037","25.331","66370.747","63754.739"
"1","14","11","393","277","19","3.3","0.15","592.616","29.872","95557.144","92201.608"
"1","14","12","395","292","19","3.3","0.15","607.501","30.164","97674.702","94265.51"
"1","14","13","733","156","19","3.4","0.15","677.351","31.324","109735.256","106020.473"
"1","14","14","837","105","19","3.4","0.15","600.691","29.956","98404.985","94977.289"
"1","14","15","757","92","19","3.5","0.15","419.383","26.436","67673.355","65024.341"
"1","14","16","588","70","18","3.3","0.15","209.762","21.596","29901.429","28209.485"
"1","14","17","172","25","17","3.3","0.15","23.266","17.32","2045.836","1059.701"
"1","14","18","0","0","17","3.7","0.15","0","17","0","0"
"1","14","19","0","0","17","3.9","0.15","0","17","0","0"
"1","14","20","0","0","17","3.8","0.15","0","17","0","0"
"1","14","21","0","0","17","3.6","0.15","0","17","0","0"
"1","14","22","0","0","17","3.4","0.15","0","17","0","0"
"1","14","23","0","0","17","3.4","0.15","0","17","0","0"
"1","15","0","0","0","17","3.3","0.15","0","17","0","0"
"1","15","1","0","0","16","3.2","0.15","0","16","0","0"
"1","15","2","0","0","16","3.1","0.15","0","16","0","0"
"1","15","3","0","0","16","3","0.15","0","16","0","0"
"1","15","4","0","0","16","2.8","0.15","0","16","0","0"
"1","15","5","0","0","16","2.8","0.15","0","16","0","0"
"1","15","6","0","0","16","2.9","0.15","0","16","0","0"
"1","15","7","202","23","17","3.1","0.15","60.156","17.873","4944.192","3884.618"
"1","15","8","628","64","18","3.3","0.15","327.262","23.894","52325.55","50065.422"
"1","15","9","794","83","19","3.2","0.15","548.446","29.166","90855.746","87619.334"
"1","15","10","873","93","19","3.1","0.15","705.562","32.377","114950.665","111103.733"
"1","15","11","911","99","20","3","0.15","790.61","35.317","126848.748","122700.341"
"1","15","12","923","100","20","2.8","0.15","802.902","36.138","128198.383","124015.779"
"1","15","13","910","99","20","2.8","0.15","741.254","34.916","118998.626","115049.127"
"1","15","14","875","93","20","2.8","0.15","612.794","32.349","99589.953","96132.232"
"1","15","15","802","81","20","2.8","0.15","430.069","28.557","68946.168","66264.904"
"1","15","16","650","62","19","2.5","0.15","218.113","23.274","30722.726","29009.972"
"1","15","17","251","24","18","2.4","0.15","24.409","18.376","2047.742","1061.559"
"1","15","18","0","0","18","2.6","0.15","0","18","0","0"
"1","15","19","0","0","17","2.6","0.15","0","17","0","0"
"1","15","20","0","0","17","2.4","0.15","0","17","0","0"
"1","15","21","0","0","17","2.2","0.15","0","17","0","0"
"1","15","22","0","0","17","2","0.15","0","17","0","0"
"1","15","23","0","0","17","1.8","0.15","0","17","0","0"
"1","16","0","0","0","17","1.6","0.15","0","17","0","0"
"1","16","1","0","0","17","1.6","0.15","0","17","0","0"
"1","16","2","0","0","17","1.6","0.15","0","17","0","0"
"1","16","3","0","0","17","1.6","0.15","0","17","0","0"
"1","16","4","0","0","17","1.6","0.15","0","17","0","0"
"1","16","5","0","0","17","1.6","0.15","0","17","0","0"
"1","16","6","0","0","17","1.6","0.15","0","17","0","0"
"1","16","7","247","21","18","1.7","0.15","65.206","19.216","5229.779","4162.969"
"1","16","8","639","58","19","1.9","0.15","325.142","26.551","51452.605","49214.595"
"1","16","9","785","77","20","1.9","0.15","536.892","32.64","87780.189","84621.706"
"1","16","10","838","95","21","1.8","0.15","685.172","37.55","109410.564","105704.008"
"1","16","11","870","103","21","1.7","0.15","768.151","40.048","120973.51","116973.97"
"1","16","12","876","107","21","1.6","0.15","777.161","40.743","121840.965","117819.446"
"1","16","13","81","305","21","1.6","0.15","373.655","30.38","58822.989","56398.227"
"1","16","14","808","105","21","1.8","0.15","588.313","35.348","94372.201","91046.689"
"1","16","15","726","93","21","1.9","0.15","411.377","30.709","65409.169","62817.525"
"1","16","16","65","105","20","1.9","0.15","122.103","22.839","18894.582","17481.531"
