total_load_kwh,total_pv_kwh,pv_curtailed_kwh,pv_used_kwh,energy_not_served_kwh,self_sufficiency_percent,pv_utilization_percent,throughput_charge_kwh,throughput_discharge_kwh,estimated_full_cycles,loss_of_load_hours,max_contiguous_lol_hours,diag_pv_points,diag_load_points,diag_pv_step_seconds,diag_load_step_seconds,diag_target_freq,diag_target_step_hours,diag_pv_mean_before,diag_pv_mean_after,diag_load_mean_before,diag_load_mean_after,diag_interp,capacity_kwh,power_kw,Solar_kw_DC,EV_load_scenario,Scenario
75031.5,65481.1,106.98,65374.13,10905.26,85.0,100.0,21549.58,20301.7,8.99,3812,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1150,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10868.6,86.0,100.0,21568.53,20338.35,8.63,3766,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1200,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10849.4,86.0,100.0,21568.53,20357.55,8.28,3764,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1250,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10830.2,86.0,100.0,21568.53,20376.75,7.96,3761,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1300,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10811.0,86.0,100.0,21568.53,20395.95,7.67,3759,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1350,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10791.8,86.0,100.0,21568.53,20415.15,7.39,3757,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1400,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10772.6,86.0,100.0,21568.53,20434.35,7.14,3756,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1450,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10753.4,86.0,100.0,21568.53,20453.55,6.9,3754,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1500,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10734.2,86.0,100.0,21568.53,20472.75,6.68,3753,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1550,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10715.0,86.0,100.0,21568.53,20491.95,6.47,3751,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1600,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10695.8,86.0,100.0,21568.53,20511.15,6.27,3750,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1650,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10676.6,86.0,100.0,21568.53,20530.35,6.09,3726,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1700,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10657.4,86.0,100.0,21568.53,20549.55,5.92,3718,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1750,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10638.2,86.0,100.0,21568.53,20568.75,5.75,3711,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1800,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10619.0,86.0,100.0,21568.53,20587.95,5.6,3709,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1850,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10599.8,86.0,100.0,21568.53,20607.15,5.45,3707,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1900,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10580.6,86.0,100.0,21568.53,20626.35,5.31,3705,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,1950,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10561.4,86.0,100.0,21568.53,20645.55,5.18,3703,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2000,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10542.2,86.0,100.0,21568.53,20664.75,5.05,3693,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2050,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10523.0,86.0,100.0,21568.53,20683.95,4.93,3666,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2100,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10503.8,86.0,100.0,21568.53,20703.15,4.82,3661,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2150,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10484.6,86.0,100.0,21568.53,20722.35,4.71,3657,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2200,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10465.4,86.0,100.0,21568.53,20741.55,4.6,3655,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2250,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10446.2,86.0,100.0,21568.53,20760.75,4.5,3653,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2300,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10427.0,86.0,100.0,21568.53,20779.95,4.41,3652,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2350,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10407.8,86.0,100.0,21568.53,20799.15,4.31,3643,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2400,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10388.6,86.0,100.0,21568.53,20818.35,4.23,3620,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2450,30.0,194.4,High,A2
75031.5,65481.1,88.03,65393.07,10369.4,86.0,100.0,21568.53,20837.55,4.14,3619,46,8760,17540,3600.0,1800.0,30min,0.5,7.48,7.46,7.55,8.54,linear,2500,30.0,194.4,High,A2
67223.5,87308.09,29623.29,57684.8,10436.59,84.0,66.0,11697.54,10799.65,112.3,5617,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,50,30.0,259.2,Low,A2
67223.5,87308.09,26394.5,60913.59,7441.73,89.0,70.0,14926.33,13794.5,71.65,3541,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,100,30.0,259.2,Low,A2
67223.5,87308.09,24565.49,62742.6,5752.06,91.0,72.0,16755.33,15484.18,53.62,2715,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,150,30.0,259.2,Low,A2
67223.5,87308.09,23096.66,64211.43,4422.38,93.0,74.0,18224.17,16813.86,43.74,2088,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,200,30.0,259.2,Low,A2
67223.5,87308.09,21985.2,65322.89,3422.06,95.0,75.0,19335.62,17814.17,37.11,1536,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,250,30.0,259.2,Low,A2
67223.5,87308.09,21104.82,66203.27,2634.7,96.0,76.0,20216.01,18601.53,32.29,1240,40,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,300,30.0,259.2,Low,A2
67223.5,87308.09,20437.49,66870.61,2043.68,97.0,77.0,20883.34,19192.55,28.56,925,38,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,350,30.0,259.2,Low,A2
67223.5,87308.09,19998.49,67309.61,1663.1,98.0,77.0,21322.34,19573.13,25.49,684,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,400,30.0,259.2,Low,A2
67223.5,87308.09,19663.88,67644.21,1378.73,98.0,77.0,21656.95,19857.51,22.98,580,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,450,30.0,259.2,Low,A2
67223.5,87308.09,19508.07,67800.02,1223.16,98.0,78.0,21812.76,20013.07,20.85,505,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,500,30.0,259.2,Low,A2
67223.5,87308.09,19367.44,67940.65,1074.36,98.0,78.0,21953.38,20161.87,19.09,465,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,550,30.0,259.2,Low,A2
67223.5,87308.09,19226.82,68081.27,925.56,99.0,78.0,22094.01,20310.67,17.63,421,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,600,30.0,259.2,Low,A2
67223.5,87308.09,19116.31,68191.78,804.51,99.0,78.0,22204.52,20431.72,16.37,325,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,650,30.0,259.2,Low,A2
67223.5,87308.09,19030.93,68277.16,706.63,99.0,78.0,22289.9,20529.61,15.28,290,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,700,30.0,259.2,Low,A2
67223.5,87308.09,18984.05,68324.04,644.23,99.0,78.0,22336.77,20592.01,14.3,260,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,750,30.0,259.2,Low,A2
67223.5,87308.09,18937.18,68370.91,581.83,99.0,78.0,22383.65,20654.41,13.43,254,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,800,30.0,259.2,Low,A2
67223.5,87308.09,18890.3,68417.79,519.43,99.0,78.0,22430.52,20716.81,12.67,230,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,850,30.0,259.2,Low,A2
67223.5,87308.09,18843.43,68464.66,457.03,99.0,78.0,22477.4,20779.21,11.99,217,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,900,30.0,259.2,Low,A2
67223.5,87308.09,18796.55,68511.54,394.63,99.0,78.0,22524.27,20841.61,11.38,211,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,950,30.0,259.2,Low,A2
67223.5,87308.09,18749.68,68558.41,332.23,100.0,79.0,22571.15,20904.01,10.83,193,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1000,30.0,259.2,Low,A2
67223.5,87308.09,18702.8,68605.29,303.05,100.0,79.0,22618.02,20933.18,10.34,143,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1050,30.0,259.2,Low,A2
67223.5,87308.09,18655.93,68652.16,283.85,100.0,79.0,22664.9,20952.38,9.89,140,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1100,30.0,259.2,Low,A2
67223.5,87308.09,18609.05,68699.04,264.65,100.0,79.0,22711.77,20971.58,9.48,138,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1150,30.0,259.2,Low,A2
67223.5,87308.09,18562.18,68745.91,245.45,100.0,79.0,22758.65,20990.78,9.1,137,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1200,30.0,259.2,Low,A2
67223.5,87308.09,18515.3,68792.79,226.25,100.0,79.0,22805.52,21009.98,8.75,108,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1250,30.0,259.2,Low,A2
67223.5,87308.09,18468.43,68839.66,207.05,100.0,79.0,22852.4,21029.18,8.43,107,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1300,30.0,259.2,Low,A2
67223.5,87308.09,18421.55,68886.54,187.85,100.0,79.0,22899.27,21048.38,8.12,79,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1350,30.0,259.2,Low,A2
67223.5,87308.09,18374.68,68933.41,168.65,100.0,79.0,22946.15,21067.58,7.84,78,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1400,30.0,259.2,Low,A2
67223.5,87308.09,18327.8,68980.29,149.45,100.0,79.0,22993.02,21086.78,7.57,76,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1450,30.0,259.2,Low,A2
67223.5,87308.09,18280.93,69027.16,130.25,100.0,79.0,23039.9,21105.98,7.33,75,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1500,30.0,259.2,Low,A2
67223.5,87308.09,18234.05,69074.04,111.05,100.0,79.0,23086.77,21125.18,7.1,46,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1550,30.0,259.2,Low,A2
67223.5,87308.09,18187.18,69120.91,91.85,100.0,79.0,23133.65,21144.38,6.88,37,18,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1600,30.0,259.2,Low,A2
67223.5,87308.09,18140.3,69167.79,72.65,100.0,79.0,23180.52,21163.58,6.68,33,16,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1650,30.0,259.2,Low,A2
67223.5,87308.09,18093.43,69214.66,53.45,100.0,79.0,23227.4,21182.78,6.49,31,15,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1700,30.0,259.2,Low,A2
67223.5,87308.09,18046.55,69261.54,34.25,100.0,79.0,23274.27,21201.98,6.31,29,14,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1750,30.0,259.2,Low,A2
67223.5,87308.09,17999.68,69308.41,15.05,100.0,79.0,23321.15,21221.18,6.14,28,14,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1800,30.0,259.2,Low,A2
67223.5,87308.09,17957.31,69350.79,0.0,100.0,79.0,23363.52,21236.23,5.98,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1850,30.0,259.2,Low,A2
67223.5,87308.09,17931.26,69376.83,0.0,100.0,79.0,23389.56,21236.23,5.82,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1900,30.0,259.2,Low,A2
67223.5,87308.09,17905.22,69402.87,0.0,100.0,79.0,23415.61,21236.23,5.67,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,1950,30.0,259.2,Low,A2
67223.5,87308.09,17879.18,69428.91,0.0,100.0,80.0,23441.65,21236.23,5.53,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2000,30.0,259.2,Low,A2
67223.5,87308.09,17853.14,69454.95,0.0,100.0,80.0,23467.69,21236.23,5.4,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2050,30.0,259.2,Low,A2
67223.5,87308.09,17827.1,69481.0,0.0,100.0,80.0,23493.73,21236.23,5.27,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2100,30.0,259.2,Low,A2
67223.5,87308.09,17801.06,69507.04,0.0,100.0,80.0,23519.77,21236.23,5.14,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2150,30.0,259.2,Low,A2
67223.5,87308.09,17775.01,69533.08,0.0,100.0,80.0,23545.81,21236.23,5.03,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2200,30.0,259.2,Low,A2
67223.5,87308.09,17748.97,69559.12,0.0,100.0,80.0,23571.86,21236.23,4.92,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2250,30.0,259.2,Low,A2
67223.5,87308.09,17722.93,69585.16,0.0,100.0,80.0,23597.9,21236.23,4.81,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2300,30.0,259.2,Low,A2
67223.5,87308.09,17696.89,69611.2,0.0,100.0,80.0,23623.94,21236.23,4.71,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2350,30.0,259.2,Low,A2
67223.5,87308.09,17670.85,69637.25,0.0,100.0,80.0,23649.98,21236.23,4.61,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2400,30.0,259.2,Low,A2
67223.5,87308.09,17644.81,69663.29,0.0,100.0,80.0,23676.02,21236.23,4.51,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2450,30.0,259.2,Low,A2
67223.5,87308.09,17618.76,69689.33,0.0,100.0,80.0,23702.06,21236.23,4.42,0,0,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,6.66,7.65,linear,2500,30.0,259.2,Low,A2
71473.5,87308.09,27281.31,60026.78,12297.91,83.0,69.0,11101.96,10250.76,106.58,5901,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,50,30.0,259.2,Med,A2
71473.5,87308.09,24337.02,62971.07,9565.25,87.0,72.0,14046.24,12983.42,67.42,4195,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,100,30.0,259.2,Med,A2
71473.5,87308.09,22403.15,64904.94,7768.64,89.0,74.0,15980.11,14780.03,51.14,3313,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,150,30.0,259.2,Med,A2
71473.5,87308.09,20728.68,66579.41,6249.45,91.0,76.0,17654.58,16299.22,42.37,2791,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,200,30.0,259.2,Med,A2
71473.5,87308.09,19301.6,68006.49,4958.25,93.0,78.0,19081.66,17590.42,36.64,2179,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,250,30.0,259.2,Med,A2
71473.5,87308.09,18225.26,69082.84,3990.29,94.0,79.0,20158.01,18558.38,32.22,1704,42,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,300,30.0,259.2,Med,A2
71473.5,87308.09,17522.1,69785.99,3324.79,95.0,80.0,20861.17,19223.88,28.61,1541,40,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,350,30.0,259.2,Med,A2
71473.5,87308.09,17027.77,70280.32,2850.02,96.0,80.0,21355.49,19698.65,25.63,1316,38,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,400,30.0,259.2,Med,A2
71473.5,87308.09,16661.21,70646.89,2515.01,96.0,81.0,21722.06,20033.66,23.17,1101,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,450,30.0,259.2,Med,A2
71473.5,87308.09,16426.83,70881.26,2279.81,97.0,81.0,21956.44,20268.86,21.08,984,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,500,30.0,259.2,Med,A2
71473.5,87308.09,16219.13,71088.96,2069.2,97.0,81.0,22164.13,20479.47,19.34,890,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,550,30.0,259.2,Med,A2
71473.5,87308.09,16066.18,71241.91,1909.04,97.0,82.0,22317.09,20639.63,17.85,831,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,600,30.0,259.2,Med,A2
71473.5,87308.09,15925.55,71382.54,1760.24,98.0,82.0,22457.71,20788.43,16.58,818,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,650,30.0,259.2,Med,A2
71473.5,87308.09,15784.93,71523.16,1611.44,98.0,82.0,22598.34,20937.23,15.5,782,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,700,30.0,259.2,Med,A2
71473.5,87308.09,15672.75,71635.34,1488.85,98.0,82.0,22710.51,21059.82,14.53,668,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,750,30.0,259.2,Med,A2
71473.5,87308.09,15582.77,71725.33,1386.72,98.0,82.0,22800.5,21161.95,13.68,608,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,800,30.0,259.2,Med,A2
71473.5,87308.09,15535.89,71772.2,1324.32,98.0,82.0,22847.38,21224.35,12.9,578,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,850,30.0,259.2,Med,A2
71473.5,87308.09,15489.02,71819.08,1261.92,98.0,82.0,22894.25,21286.75,12.21,546,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,900,30.0,259.2,Med,A2
71473.5,87308.09,15442.14,71865.95,1199.52,98.0,82.0,22941.13,21349.15,11.59,508,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,950,30.0,259.2,Med,A2
71473.5,87308.09,15395.27,71912.83,1137.12,98.0,82.0,22988.0,21411.55,11.03,479,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1000,30.0,259.2,Med,A2
71473.5,87308.09,15348.39,71959.7,1074.72,98.0,82.0,23034.88,21473.95,10.53,474,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1050,30.0,259.2,Med,A2
71473.5,87308.09,15301.52,72006.58,1012.32,99.0,82.0,23081.75,21536.35,10.07,441,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1100,30.0,259.2,Med,A2
71473.5,87308.09,15254.64,72053.45,949.92,99.0,83.0,23128.63,21598.75,9.65,408,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1150,30.0,259.2,Med,A2
71473.5,87308.09,15207.77,72100.33,887.52,99.0,83.0,23175.5,21661.15,9.27,376,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1200,30.0,259.2,Med,A2
71473.5,87308.09,15160.89,72147.2,825.12,99.0,83.0,23222.38,21723.55,8.92,344,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1250,30.0,259.2,Med,A2
71473.5,87308.09,15114.02,72194.08,762.72,99.0,83.0,23269.25,21785.95,8.59,331,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1300,30.0,259.2,Med,A2
71473.5,87308.09,15067.14,72240.95,700.32,99.0,83.0,23316.13,21848.35,8.29,298,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1350,30.0,259.2,Med,A2
71473.5,87308.09,15020.27,72287.83,637.92,99.0,83.0,23363.0,21910.75,8.01,265,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1400,30.0,259.2,Med,A2
71473.5,87308.09,14973.39,72334.7,575.52,99.0,83.0,23409.88,21973.15,7.75,258,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1450,30.0,259.2,Med,A2
71473.5,87308.09,14926.52,72381.58,513.12,99.0,83.0,23456.75,22035.55,7.51,252,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1500,30.0,259.2,Med,A2
71473.5,87308.09,14879.64,72428.45,450.72,99.0,83.0,23503.63,22097.95,7.28,230,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1550,30.0,259.2,Med,A2
71473.5,87308.09,14832.77,72475.33,388.32,99.0,83.0,23550.5,22160.35,7.07,152,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1600,30.0,259.2,Med,A2
71473.5,87308.09,14785.89,72522.2,325.92,100.0,83.0,23597.38,22222.75,6.86,136,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1650,30.0,259.2,Med,A2
71473.5,87308.09,14739.02,72569.08,297.21,100.0,83.0,23644.25,22251.46,6.68,113,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1700,30.0,259.2,Med,A2
71473.5,87308.09,14692.14,72615.95,278.01,100.0,83.0,23691.13,22270.66,6.5,112,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1750,30.0,259.2,Med,A2
71473.5,87308.09,14645.27,72662.83,258.81,100.0,83.0,23738.0,22289.86,6.33,84,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1800,30.0,259.2,Med,A2
71473.5,87308.09,14598.39,72709.7,239.61,100.0,83.0,23784.88,22309.06,6.17,82,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1850,30.0,259.2,Med,A2
71473.5,87308.09,14551.52,72756.58,220.41,100.0,83.0,23831.75,22328.26,6.02,80,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1900,30.0,259.2,Med,A2
71473.5,87308.09,14504.64,72803.45,201.21,100.0,83.0,23878.63,22347.46,5.88,79,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,1950,30.0,259.2,Med,A2
71473.5,87308.09,14457.77,72850.33,182.01,100.0,83.0,23925.5,22366.66,5.74,77,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,2000,30.0,259.2,Med,A2
71473.5,87308.09,14410.89,72897.2,162.81,100.0,83.0,23972.38,22385.86,5.61,76,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,2050,30.0,259.2,Med,A2
71473.5,87308.09,14364.02,72944.08,143.61,100.0,84.0,24019.25,22405.06,5.49,75,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,2100,30.0,259.2,Med,A2
71473.5,87308.09,14317.14,72990.95,124.41,100.0,84.0,24066.13,22424.26,5.37,46,23,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,2150,30.0,259.2,Med,A2
71473.5,87308.09,14270.27,73037.83,105.21,100.0,84.0,24113.0,22443.46,5.26,38,19,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,2200,30.0,259.2,Med,A2
71473.5,87308.09,14223.39,73084.7,86.01,100.0,84.0,24159.88,22462.66,5.15,33,16,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,2250,30.0,259.2,Med,A2
71473.5,87308.09,14176.52,73131.58,66.81,100.0,84.0,24206.75,22481.86,5.05,32,16,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,2300,30.0,259.2,Med,A2
71473.5,87308.09,14129.64,73178.45,47.61,100.0,84.0,24253.63,22501.06,4.95,30,15,8760,17540,3600.0,1800.0,30min,0.5,9.97,9.94,7.15,8.14,linear,2350,30.0,259.2,Med,A2
