"PVWatts Hourly PV Performance Data"
"Requested Location","33027, USA"
"Location","Lat, Lng: 25.97, -80.34"
"Latitude (DD)","25.97"
"Longitude (DD)","-80.34"
"Elevation (m)","3"
"DC System Size (kW)","259.2"
"Module Type","Premium"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","7"
"Array Azimuth (deg)","127.12"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1"
"Inverter Efficiency (%)","97"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","21","17","459","48","23","3.3","0.14","96.667","24.48","15023.108","13396.721"
"2","21","18","0","0","22","3.4","0.14","0","22","0","0"
"2","21","19","0","0","22","3.4","0.14","0","22","0","0"
"2","21","20","0","0","22","3.3","0.14","0","22","0","0"
"2","21","21","0","0","22","3.2","0.14","0","22","0","0"
"2","21","22","0","0","22","3.2","0.14","0","22","0","0"
"2","21","23","0","0","22","3.2","0.14","0","22","0","0"
"2","22","0","0","0","22","3.1","0.14","0","22","0","0"
"2","22","1","0","0","21","3.1","0.14","0","21","0","0"
"2","22","2","0","0","21","3.3","0.14","0","21","0","0"
"2","22","3","0","0","21","3.4","0.14","0","21","0","0"
"2","22","4","0","0","22","3.5","0.14","0","22","0","0"
"2","22","5","0","0","22","3.5","0.14","0","22","0","0"
"2","22","6","0","0","22","3.4","0.14","0","22","0","0"
"2","22","7","404","39","23","3.7","0.14","149.932","25.531","27191.398","25256.689"
"2","22","8","701","68","24","3.8","0.14","418.089","31.037","90190.433","86659.447"
"2","22","9","827","83","24","3.7","0.14","641.278","35.078","138065.882","133321.822"
"2","22","10","53","299","25","3.7","0.14","357.943","31.139","74616.828","71480.447"
"2","22","11","18","281","25","3.9","0.14","305.753","30.079","63166.648","60320.394"
"2","22","12","63","378","25","4.1","0.14","448.485","32.256","92915.194","89315.167"
"2","22","13","162","394","25","4.2","0.14","541.352","33.663","112660.002","108559.678"
"2","22","14","895","93","25","4.3","0.14","729.862","36.639","154766.284","149599.066"
"2","22","15","841","84","25","4.2","0.14","544.732","33.779","117234.195","113017.97"
"2","22","16","737","69","25","4","0.14","324.618","30.161","65581.086","62673.654"
"2","22","17","497","43","24","3.6","0.14","96.965","25.389","14627.729","13011.359"
"2","22","18","0","0","23","3.3","0.14","0","23","0","0"
"2","22","19","0","0","23","3.4","0.14","0","23","0","0"
"2","22","20","0","0","23","3.6","0.14","0","23","0","0"
"2","22","21","0","0","23","3.8","0.14","0","23","0","0"
"2","22","22","0","0","23","3.9","0.14","0","23","0","0"
"2","22","23","0","0","23","3.9","0.14","0","23","0","0"
"2","23","0","0","0","22","3.8","0.14","0","22","0","0"
"2","23","1","0","0","22","3.7","0.14","0","22","0","0"
"2","23","2","0","0","22","3.6","0.14","0","22","0","0"
"2","23","3","0","0","22","3.6","0.14","0","22","0","0"
"2","23","4","0","0","22","3.7","0.14","0","22","0","0"
"2","23","5","0","0","22","3.6","0.14","0","22","0","0"
"2","23","6","0","0","22","3.9","0.14","0","22","0","0"
"2","23","7","388","42","23","4.5","0.14","150.382","25.271","27560.731","25616.663"
"2","23","8","684","74","24","4.9","0.14","420.391","30.083","91083.291","87529.681"
"2","23","9","809","91","25","4.8","0.14","641.302","34.5","138272.595","133523.297"
"2","23","10","863","106","25","4.6","0.14","803.476","37.252","170252.972","164693.351"
"2","23","11","885","116","26","4.5","0.14","889.48","39.79","185751.876","179799.542"
"2","23","12","197","401","26","4.5","0.14","592.746","35.108","122873.637","118514.519"
"2","23","13","846","139","26","4.6","0.14","842.275","38.891","176140.066","170431.277"
"2","23","14","104","337","26","4.8","0.14","418.791","32.175","87368.348","83908.868"
"2","23","15","34","228","26","4.6","0.14","250.47","29.786","52248.874","49679.256"
"2","23","16","607","101","25","4.1","0.14","312.741","29.922","63687.193","60827.749"
"2","23","17","357","58","24","3.3","0.14","96.428","25.54","15929.466","14280.113"
"2","23","18","0","0","24","2.8","0.14","0","24","0","0"
"2","23","19","0","0","24","2.8","0.14","0","24","0","0"
"2","23","20","0","0","23","2.9","0.14","0","23","0","0"
"2","23","21","0","0","23","3","0.14","0","23","0","0"
"2","23","22","0","0","23","3.1","0.14","0","23","0","0"
"2","23","23","0","0","23","3.1","0.14","0","23","0","0"
"2","24","0","0","0","23","3.1","0.14","0","23","0","0"
"2","24","1","0","0","22","3","0.14","0","22","0","0"
"2","24","2","0","0","22","2.9","0.14","0","22","0","0"
"2","24","3","0","0","22","2.7","0.14","0","22","0","0"
"2","24","4","0","0","22","2.5","0.14","0","22","0","0"
"2","24","5","0","0","22","2.5","0.14","0","22","0","0"
"2","24","6","0","0","22","2.6","0.14","0","22","0","0"
"2","24","7","384","43","23","2.9","0.14","151.697","25.924","27911.64","25958.681"
"2","24","8","697","72","24","2.9","0.14","426.873","32.292","91842.168","88269.33"
"2","24","9","825","87","25","2.7","0.14","650.416","38.222","138312.518","133562.208"
"2","24","10","857","111","26","2.7","0.14","806.056","42.453","167392.108","161904.976"
"2","24","11","885","120","27","2.6","0.14","897.167","45.669","183137.175","177251.093"
"2","24","12","893","124","27","2.6","0.14","915.206","46.064","186169.943","180207.016"
"2","24","13","872","128","27","2.5","0.14","853.654","45.108","174403.163","168738.384"
"2","24","14","837","123","27","2.4","0.14","724.925","42.662","149946.553","144901.458"
"2","24","15","771","112","27","2.3","0.14","540.154","38.834","113762.941","109634.671"
"2","24","16","80","162","26","2","0.14","191.195","30.384","39462.538","37216.902"
"2","24","17","390","56","25","1.8","0.14","99.611","27.074","16149.447","14494.521"
"2","24","18","0","0","25","2","0.14","0","25","0","0"
"2","24","19","0","0","24","2","0.14","0","24","0","0"
"2","24","20","0","0","24","1.9","0.14","0","24","0","0"
"2","24","21","0","0","23","1.8","0.14","0","23","0","0"
"2","24","22","0","0","23","1.6","0.14","0","23","0","0"
"2","24","23","0","0","23","1.3","0.14","0","23","0","0"
"2","25","0","0","0","23","1","0.14","0","23","0","0"
"2","25","1","0","0","23","1.1","0.14","0","23","0","0"
"2","25","2","0","0","23","1.2","0.14","0","23","0","0"
"2","25","3","0","0","23","1.3","0.14","0","23","0","0"
"2","25","4","0","0","23","1.6","0.14","0","23","0","0"
"2","25","5","0","0","23","1.8","0.14","0","23","0","0"
"2","25","6","0","0","23","2","0.14","0","23","0","0"
"2","25","7","384","45","24","2.6","0.14","155.09","27.155","28599.019","26628.643"
"2","25","8","0","119","25","3.2","0.14","124.039","27.307","25736.107","23838.272"
"2","25","9","777","103","26","3.6","0.14","638.93","37.196","136193.681","131497.059"
"2","25","10","843","114","26","4.2","0.14","801.233","38.917","168566.535","163049.646"
"2","25","11","243","389","27","4.6","0.14","623.99","36.463","129223.784","124703.765"
"2","25","12","44","363","27","4.9","0.14","416.398","33.044","85702.843","82285.563"
"2","25","13","72","376","27","5.1","0.14","447.562","33.345","92446.186","88858.043"
"2","25","14","239","342","27","5.1","0.14","521.65","34.425","108958.245","104951.717"
"2","25","15","729","127","26","4.9","0.14","533.571","33.811","114388.924","110244.793"
"2","25","16","620","100","26","4.2","0.14","319.112","30.953","64876.208","61986.637"
"2","25","17","376","59","25","3.4","0.14","101.229","26.588","16663.261","14995.315"
"2","25","18","0","0","24","3","0.14","0","24","0","0"
"2","25","19","0","0","24","3.1","0.14","0","24","0","0"
"2","25","20","0","0","24","3.3","0.14","0","24","0","0"
"2","25","21","0","0","24","3.7","0.14","0","24","0","0"
"2","25","22","0","0","24","4.4","0.14","0","24","0","0"
"2","25","23","0","0","24","5.1","0.14","0","24","0","0"
"2","26","0","0","0","24","5.4","0.14","0","24","0","0"
"2","26","1","0","0","24","5.6","0.14","0","24","0","0"
"2","26","2","0","0","24","5.7","0.14","0","24","0","0"
"2","26","3","0","0","24","5.6","0.14","0","24","0","0"
"2","26","4","0","0","24","5.3","0.14","0","24","0","0"
"2","26","5","0","0","24","5.1","0.14","0","24","0","0"
"2","26","6","0","0","24","5.1","0.14","0","24","0","0"
"2","26","7","305","52","25","5.7","0.14","143.417","26.877","26868.21","24941.69"
"2","26","8","633","87","25","6.5","0.14","416.815","30.014","90469.538","86931.48"
"2","26","9","784","100","26","7.1","0.14","642.359","33.342","138921.211","134155.478"
"2","26","10","293","317","26","7.5","0.14","578.647","32.342","122495.074","118145.548"
"2","26","11","23","304","27","7.7","0.14","334.347","30.57","69090.955","66094.59"
"2","26","12","24","320","27","7.7","0.14","350.855","30.745","72408.248","69327.829"
"2","26","13","579","284","27","7.6","0.14","778.063","35.499","163514.882","158125.992"
"2","26","14","798","136","27","7.3","0.14","715.047","35.053","152047.202","146948.881"
"2","26","15","121","265","27","6.8","0.14","336.196","30.938","70725.756","67687.968"
"2","26","16","126","167","26","6.1","0.14","212.389","28.652","44167.311","41802.464"
"2","26","17","0","62","26","5.3","0.14","62.34","26.858","12399.623","10839.71"
"2","26","18","0","0","25","4.4","0.14","0","25","0","0"
"2","26","19","0","0","25","3.8","0.14","0","25","0","0"
"2","26","20","0","0","25","3.5","0.14","0","25","0","0"
"2","26","21","0","0","24","3.5","0.14","0","24","0","0"
"2","26","22","0","0","24","3.6","0.14","0","24","0","0"
"2","26","23","0","0","24","3.6","0.14","0","24","0","0"
"2","27","0","0","0","24","3.5","0.14","0","24","0","0"
"2","27","1","0","0","24","3.4","0.14","0","24","0","0"
"2","27","2","0","0","24","3.3","0.14","0","24","0","0"
"2","27","3","0","0","23","3","0.14","0","23","0","0"
"2","27","4","0","0","23","2.7","0.14","0","23","0","0"
"2","27","5","0","0","23","2.5","0.14","0","23","0","0"
"2","27","6","0","0","23","2.5","0.14","0","23","0","0"
"2","27","7","261","56","23","2.7","0.14","137.411","25.761","26135.746","24227.785"
"2","27","8","570","98","23","2.4","0.14","399.475","31.504","86113.946","82686.25"
"2","27","9","111","252","24","1.7","0.14","343.938","32.457","72134.766","69061.277"
"2","27","10","50","307","24","1.1","0.14","364.508","34.273","74996.019","71850.031"
"2","27","11","7","212","25","1.6","0.14","224.327","30.606","45674.806","43271.762"
"2","27","12","0","101","26","2.8","0.14","103.408","28.041","20571.849","18804.866"
"2","27","13","0","80","26","3.5","0.14","81.863","27.441","16188.95","14533.023"
"2","27","14","3","186","26","3.7","0.14","192.355","29.29","39319.254","37077.248"
"2","27","15","187","267","25","3.6","0.14","375.332","31.553","79208.581","75955.854"
"2","27","16","5","139","24","3.4","0.14","142.783","26.568","29810.104","27809.041"
"2","27","17","265","71","24","3.3","0.14","100.607","25.667","17759.632","16063.906"
"2","27","18","0","0","23","3.3","0.14","0","23","0","0"
"2","27","19","0","0","22","3","0.14","0","22","0","0"
"2","27","20","0","0","21","2.7","0.14","0","21","0","0"
"2","27","21","0","0","21","2.6","0.14","0","21","0","0"
"2","27","22","0","0","21","2.9","0.14","0","21","0","0"
"2","27","23","0","0","20","3.3","0.14","0","20","0","0"
"2","28","0","0","0","20","3.4","0.14","0","20","0","0"
"2","28","1","0","0","20","3.4","0.14","0","20","0","0"
"2","28","2","0","0","19","3.8","0.14","0","19","0","0"
"2","28","3","0","0","19","4.6","0.14","0","19","0","0"
"2","28","4","0","0","18","5.2","0.14","0","18","0","0"
"2","28","5","0","0","17","5.5","0.14","0","17","0","0"
"2","28","6","0","0","17","5.6","0.14","0","17","0","0"
"2","28","7","0","9","17","5.5","0.14","9.187","17.124","1729.223","439.677"
"2","28","8","12","135","18","5.3","0.14","147.288","20.04","31680.53","29632.075"
"2","28","9","34","225","19","4.9","0.14","262.045","22.809","56290.24","53618.221"
"2","28","10","37","294","20","4.4","0.14","340.005","25.273","72181.796","69107.115"
"2","28","11","855","140","21","3.9","0.14","906.887","36.277","191522.285","185423.74"
"2","28","12","33","348","22","3.4","0.14","390.988","29.015","81475.449","78165.284"
"2","28","13","17","281","22","2.8","0.14","302.371","27.982","62822.725","59985.185"
"2","28","14","9","222","23","2.3","0.14","233.456","28.062","48305.261","45835.566"
"2","28","15","0","149","23","1.8","0.14","152.068","26.651","31422.621","29380.7"
"2","28","16","59","163","22","1.6","0.14","185.397","26.631","38877.214","36646.408"
"2","28","17","0","45","21","1.6","0.14","45.885","22.15","9200.41","7721.559"
"2","28","18","0","0","21","1.9","0.14","0","21","0","0"
"2","28","19","0","0","22","5.5","0.14","0","22","0","0"
"2","28","20","0","0","21","5","0.14","0","21","0","0"
"2","28","21","0","0","21","5","0.14","0","21","0","0"
"2","28","22","0","0","20","5.1","0.14","0","20","0","0"
"2","28","23","0","0","20","4.8","0.14","0","20","0","0"
"3","1","0","0","0","19","4.6","0.14","0","19","0","0"
"3","1","1","0","0","18","4.4","0.14","0","18","0","0"
"3","1","2","0","0","18","4.4","0.14","0","18","0","0"
"3","1","3","0","0","18","4.8","0.14","0","18","0","0"
"3","1","4","0","0","17","5","0.14","0","17","0","0"
"3","1","5","0","0","16","5","0.14","0","16","0","0"
"3","1","6","0","0","16","5.2","0.14","0","16","0","0"
"3","1","7","435","51","16","5.8","0.14","182.679","18.361","35876.869","33722.086"
"3","1","8","736","82","17","6.2","0.14","472.089","22.878","105898.139","101969.149"
"3","1","9","459","206","18","5.9","0.14","546.122","25.068","120361.81","116066.338"
"3","1","10","364","313","19","5.2","0.14","636.192","27.945","137221.893","132499.218"
"3","1","11","964","111","20","4.6","0.14","975.905","34.919","207370.97","200870.848"
"3","1","12","976","111","20","4.2","0.14","992.551","36.054","209641.61","203083.955"
"3","1","13","434","340","21","3.9","0.14","720.432","33.101","151973.833","146877.371"
"3","1","14","444","293","21","3.8","0.14","625.097","31.655","133045.756","128428.896"
"3","1","15","482","215","22","4","0.14","491.339","30.105","105834.64","101907.258"
"3","1","16","390","142","21","4.2","0.14","283.905","25.44","59574.009","56818.786"
"3","1","17","248","69","20","4.2","0.14","98.026","21.423","17713.125","16018.577"
"3","1","18","0","0","20","4.5","0.14","0","20","0","0"
"3","1","19","0","0","19","4.7","0.14","0","19","0","0"
"3","1","20","0","0","19","4.5","0.14","0","19","0","0"
"3","1","21","0","0","18","4.1","0.14","0","18","0","0"
"3","1","22","0","0","18","3.9","0.14","0","18","0","0"
"3","1","23","0","0","17","3.9","0.14","0","17","0","0"
"3","2","0","0","0","17","4.1","0.14","0","17","0","0"
"3","2","1","0","0","16","4.4","0.14","0","16","0","0"
"3","2","2","0","0","16","4.5","0.14","0","16","0","0"
"3","2","3","0","0","15","4.5","0.14","0","15","0","0"
"3","2","4","0","0","15","4.5","0.14","0","15","0","0"
"3","2","5","0","0","14","4.6","0.14","0","14","0","0"
"3","2","6","0","0","14","5.1","0.14","0","14","0","0"
"3","2","7","334","50","15","5.6","0.14","154.494","17.047","30655.083","28632.611"
"3","2","8","768","75","15","5.7","0.14","482.116","21.352","108924.917","104919.234"
"3","2","9","890","88","16","5.4","0.14","713.384","25.825","158757.368","153489.024"
"3","2","10","950","97","17","4.9","0.14","886.143","30.004","192728.343","186599.238"
"3","2","11","979","102","18","4.3","0.14","981.876","33.649","209634.516","203077.041"
"3","2","12","986","105","19","3.7","0.14","998.301","36.364","210617.558","204035.174"
"3","2","13","976","104","19","3.2","0.14","934.658","36.574","197292.596","191047.841"
"3","2","14","945","101","20","2.8","0.14","797.303","36.021","169297.303","163761.896"
"3","2","15","887","92","20","2.7","0.14","598.464","32.189","129544.608","125016.46"
"3","2","16","778","78","19","2.4","0.14","363.685","26.539","75586.187","72425.245"
"3","2","17","541","51","18","2.2","0.14","119.914","20.232","19356.963","17620.764"
"3","2","18","0","0","18","2.4","0.14","0","18","0","0"
"3","2","19","0","0","17","2.7","0.14","0","17","0","0"
"3","2","20","0","0","17","2.9","0.14","0","17","0","0"
"3","2","21","0","0","17","2.8","0.14","0","17","0","0"
"3","2","22","0","0","16","2.7","0.14","0","16","0","0"
"3","2","23","0","0","16","2.7","0.14","0","16","0","0"
"3","3","0","0","0","16","2.7","0.14","0","16","0","0"
"3","3","1","0","0","16","2.9","0.14","0","16","0","0"
"3","3","2","0","0","15","3.1","0.14","0","15","0","0"
"3","3","3","0","0","15","3.3","0.14","0","15","0","0"
"3","3","4","0","0","15","3.4","0.14","0","15","0","0"
"3","3","5","0","0","15","3.4","0.14","0","15","0","0"
"3","3","6","0","0","15","3.5","0.14","0","15","0","0"
"3","3","7","0","24","16","3.5","0.14","24.512","16.433","4875.316","3506.055"
"3","3","8","0","98","17","3.1","0.14","101.02","18.91","21478.255","19688.306"
"3","3","9","41","235","18","2.7","0.14","277.859","23.614","59572.099","56816.923"
"3","3","10","11","232","19","2.4","0.14","248.806","24.294","52364.211","49791.67"
"3","3","11","0","91","20","2.5","0.14","93.138","21.94","18935.961","17210.429"
"3","3","12","35","356","20","3","0.14","401.348","27.685","84052.492","80677.029"
"3","3","13","0","92","20","3.2","0.14","94.159","21.737","19160.169","17428.956"
"3","3","14","0","112","20","3.3","0.14","114.579","22.084","23594.465","21750.895"
"3","3","15","0","128","20","3.5","0.14","130.737","22.31","27303.168","25365.627"
"3","3","16","0","53","19","3.4","0.14","54.167","19.976","11161.445","9632.905"
"3","3","17","0","5","19","3.4","0.14","5.103","19.092","937.136","0"
"3","3","18","0","0","18","3.6","0.14","0","18","0","0"
"3","3","19","0","0","18","3.5","0.14","0","18","0","0"
"3","3","20","0","0","18","3.9","0.14","0","18","0","0"
"3","3","21","0","0","17","4.5","0.14","0","17","0","0"
"3","3","22","0","0","17","4.4","0.14","0","17","0","0"
"3","3","23","0","0","17","4.1","0.14","0","17","0","0"
"3","4","0","0","0","17","3.8","0.14","0","17","0","0"
"3","4","1","0","0","17","3.7","0.14","0","17","0","0"
"3","4","2","0","0","17","3.5","0.14","0","17","0","0"
"3","4","3","0","0","17","3.2","0.14","0","17","0","0"
"3","4","4","0","0","17","3.1","0.14","0","17","0","0"
"3","4","5","0","0","17","3.4","0.14","0","17","0","0"
"3","4","6","0","0","17","3.9","0.14","0","17","0","0"
"3","4","7","0","4","17","4.6","0.14","4.082","17.062","744.407","0"
"3","4","8","14","142","18","5.3","0.14","155.695","20.157","33522.119","31427.001"
"3","4","9","0","57","18","5.8","0.14","58.276","18.759","11960.926","10412.128"
"3","4","10","17","260","19","5.8","0.14","283.234","22.684","60233.057","57461.134"
"3","4","11","65","380","19","5.6","0.14","456.532","25.087","97168.56","93460.76"
"3","4","12","875","147","20","5.3","0.14","950.183","33.308","202304.93","195933.173"
"3","4","13","173","415","20","5","0.14","576.775","28.297","122367.882","118021.579"
"3","4","14","845","133","20","4.6","0.14","761.531","31.641","163953.146","158553.151"
"3","4","15","163","279","20","4.3","0.14","375.917","25.926","80859.511","77564.952"
"3","4","16","670","99","20","3.9","0.14","347.156","25.632","72670.658","69583.589"
"3","4","17","423","62","19","3.4","0.14","116.98","20.835","19965.206","18213.595"
"3","4","18","0","0","19","3.1","0.14","0","19","0","0"
"3","4","19","0","0","19","3.1","0.14","0","19","0","0"
"3","4","20","0","0","18","2.9","0.14","0","18","0","0"
"3","4","21","0","0","18","2.8","0.14","0","18","0","0"
"3","4","22","0","0","18","2.7","0.14","0","18","0","0"
"3","4","23","0","0","17","2.6","0.14","0","17","0","0"
"3","5","0","0","0","17","2.6","0.14","0","17","0","0"
"3","5","1","0","0","17","2.8","0.14","0","17","0","0"
"3","5","2","0","0","16","3","0.14","0","16","0","0"
"3","5","3","0","0","16","3","0.14","0","16","0","0"
"3","5","4","0","0","16","3.1","0.14","0","16","0","0"
"3","5","5","0","0","16","3.2","0.14","0","16","0","0"
"3","5","6","0","0","16","3.7","0.14","0","16","0","0"
"3","5","7","493","49","17","3.8","0.14","204.789","20.426","40578.561","38304.647"
"3","5","8","747","77","18","3.5","0.14","481.072","26.522","106857.561","102904.261"
"3","5","9","858","94","20","3.3","0.14","709.869","33.057","153665.62","148526.291"
"3","5","10","903","112","21","3.1","0.14","872.451","37.629","184238.265","178324.283"
"3","5","11","934","118","21","2.7","0.14","968.3","40.8","201062.723","194722.44"
"3","5","12","947","118","22","2","0.14","986.365","45.033","201187.23","194843.793"
"3","5","13","934","119","22","2","0.14","922.665","43.551","189477.081","183430.357"
"3","5","14","906","113","23","2.4","0.14","787.976","40.011","164619.934","159203.043"
"3","5","15","850","101","23","2.7","0.14","593.32","35.06","126894.196","122433.205"
"3","5","16","741","84","22","2.7","0.14","359.786","29.069","74315.26","71186.521"
"3","5","17","506","55","21","2.7","0.14","122.081","23.102","19981.254","18229.236"
"3","5","18","0","0","20","3","0.14","0","20","0","0"
"3","5","19","0","0","19","3.5","0.15","0","19","0","0"
"3","5","20","0","0","18","3.8","0.15","0","18","0","0"
"3","5","21","0","0","18","4.1","0.15","0","18","0","0"
"3","5","22","0","0","17","4.2","0.15","0","17","0","0"
"3","5","23","0","0","16","4.3","0.15","0","16","0","0"
"3","6","0","0","0","16","4.5","0.15","0","16","0","0"
"3","6","1","0","0","15","4.6","0.15","0","15","0","0"
"3","6","2","0","0","15","4.5","0.15","0","15","0","0"
"3","6","3","0","0","15","4.3","0.15","0","15","0","0"
"3","6","4","0","0","15","4","0.15","0","15","0","0"
"3","6","5","0","0","15","3.7","0.15","0","15","0","0"
"3","6","6","0","0","15","3.9","0.15","0","15","0","0"
"3","6","7","524","48","16","4.4","0.15","215.554","19.3","43084.736","40747.319"
"3","6","8","751","78","18","4.8","0.15","488.709","25.181","109192.724","105180.255"
"3","6","9","530","191","19","4.7","0.15","589.005","27.807","128745.863","124237.954"
"3","6","10","516","263","20","3.9","0.15","720.186","32.053","153714.43","148573.864"
"3","6","11","357","379","21","3.1","0.15","728.523","34.79","152342.068","147236.275"
"3","6","12","465","351","22","2.4","0.15","797.952","39.118","164483.662","159070.224"
"3","6","13","517","316","22","2","0.15","774.646","39.98","159559.663","154270.99"
"3","6","14","418","312","23","1.8","0.15","631.756","38.248","130963.036","126398.948"
"3","6","15","544","192","22","1.8","0.15","510.958","34.3","108533.793","104538.021"
"3","6","16","101","176","22","1.7","0.15","215.595","27.239","45245.837","42853.662"
"3","6","17","213","71","21","1.6","0.15","99.008","23.283","18196.263","16489.474"
"3","6","18","0","0","20","1.6","0.15","0","20","0","0"
"3","6","19","0","0","20","1.3","0.15","0","20","0","0"
"3","6","20","0","0","20","1","0.15","0","20","0","0"
"3","6","21","0","0","20","0.8","0.15","0","20","0","0"
"3","6","22","0","0","20","0.8","0.15","0","20","0","0"
"3","6","23","0","0","19","1","0.15","0","19","0","0"
"3","7","0","0","0","19","1.2","0.15","0","19","0","0"
"3","7","1","0","0","19","1.5","0.15","0","19","0","0"
"3","7","2","0","0","19","1.7","0.15","0","19","0","0"
"3","7","3","0","0","18","1.5","0.15","0","18","0","0"
"3","7","4","0","0","18","1.4","0.15","0","18","0","0"
"3","7","5","0","0","18","1.6","0.15","0","18","0","0"
"3","7","6","0","0","18","1.8","0.15","0","18","0","0"
"3","7","7","0","16","19","2","0.15","16.38","19.377","3172.037","1845.934"
"3","7","8","0","131","20","2.2","0.15","136.583","23.025","28881.851","26904.309"
"3","7","9","102","267","21","2.1","0.15","357.141","29.064","75731.486","72566.862"
"3","7","10","850","130","22","1.9","0.15","858.427","42.364","177795.439","172044.706"
"3","7","11","370","378","23","2","0.15","740.339","40.135","151769.823","146678.531"
"3","7","12","12","255","23","2.4","0.15","273.703","28.798","56316.675","53643.986"
"3","7","13","198","414","23","2.9","0.15","599.696","34.707","124370.827","119973.774"
"3","7","14","242","358","23","3.4","0.15","547.715","32.855","114955.651","110797.16"
"3","7","15","416","236","23","3.8","0.15","482.009","31.151","103079.241","99221.676"
"3","7","16","3","142","22","3.6","0.15","145.613","24.531","30644.389","28622.187"
"3","7","17","0","56","22","3.4","0.15","56.989","23.021","11548.152","10009.813"
"3","7","18","0","0","21","3.8","0.15","0","21","0","0"
"3","7","19","0","0","21","4.1","0.15","0","21","0","0"
"3","7","20","0","0","21","4","0.15","0","21","0","0"
"3","7","21","0","0","21","3.8","0.15","0","21","0","0"
"3","7","22","0","0","21","4.2","0.15","0","21","0","0"
"3","7","23","0","0","21","5.1","0.15","0","21","0","0"
"3","8","0","0","0","21","5.6","0.15","0","21","0","0"
"3","8","1","0","0","21","5.3","0.15","0","21","0","0"
"3","8","2","0","0","21","5","0.15","0","21","0","0"
"3","8","3","0","0","21","4.9","0.15","0","21","0","0"
"3","8","4","0","0","21","4.9","0.15","0","21","0","0"
"3","8","5","0","0","21","5","0.15","0","21","0","0"
"3","8","6","0","0","21","5.6","0.15","0","21","0","0"
"3","8","7","0","4","22","6.9","0.15","4.093","22.047","730.842","0"
"3","8","8","0","108","23","7.9","0.15","111.774","24.174","23336.11","21499.087"
"3","8","9","0","40","23","8.1","0.15","40.997","23.421","8112.668","6661.378"
"3","8","10","0","118","24","8.3","0.15","121.258","25.221","24702.322","22830.682"
"3","8","11","0","140","24","8.2","0.15","143.962","25.46","29331.95","27343.003"
"3","8","12","0","93","24","7.7","0.15","95.467","25.013","19129.017","17398.594"
"3","8","13","26","327","24","7.3","0.15","360.05","27.987","75104.054","71955.328"
"3","8","14","0","114","24","7","0.15","116.931","25.331","23762.323","21914.501"
"3","8","15","12","209","24","6.5","0.15","220.375","26.65","46132.067","43717.437"
"3","8","16","211","175","23","5.8","0.15","256.303","26.288","54035.039","51420.162"
"3","8","17","252","71","22","5.3","0.15","104.311","23.307","18925.307","17200.045"
"3","8","18","0","0","21","5","0.15","0","21","0","0"
"3","8","19","0","0","20","4.6","0.15","0","20","0","0"
"3","8","20","0","0","19","4.4","0.15","0","19","0","0"
"3","8","21","0","0","18","4.7","0.15","0","18","0","0"
"3","8","22","0","0","18","4.9","0.15","0","18","0","0"
"3","8","23","0","0","17","4.9","0.15","0","17","0","0"
"3","9","0","0","0","17","4.4","0.15","0","17","0","0"
"3","9","1","0","0","16","3.9","0.15","0","16","0","0"
"3","9","2","0","0","16","3.7","0.15","0","16","0","0"
"3","9","3","0","0","16","3.7","0.15","0","16","0","0"
"3","9","4","0","0","16","3.7","0.15","0","16","0","0"
"3","9","5","0","0","16","3.4","0.15","0","16","0","0"
"3","9","6","0","0","16","3.2","0.15","0","16","0","0"
"3","9","7","0","61","16","3","0.15","63.814","17.221","13280.639","11698.402"
"3","9","8","26","156","17","2.8","0.15","177.638","20.523","38380.868","36162.639"
"3","9","9","0","130","17","3","0.15","133.947","19.559","28294.575","26331.914"
"3","9","10","0","45","17","3.5","0.15","46.146","17.811","9307.028","7825.476"
"3","9","11","0","47","17","3.8","0.15","48.216","17.808","9687.908","8196.705"
"3","9","12","0","49","18","3.6","0.15","50.276","18.868","10056.063","8555.532"
"3","9","13","0","139","18","3","0.15","142.69","20.714","29601.864","27606.079"
"3","9","14","0","98","18","3.1","0.15","100.536","19.883","20755.497","18983.861"
"3","9","15","2","175","18","4.6","0.15","180.064","20.71","38257.645","36042.538"
"3","9","16","0","107","17","6.3","0.15","109.321","18.347","23318.184","21481.615"
"3","9","17","0","9","16","7","0.15","9.212","16.105","1772.69","482.043"
"3","9","18","0","0","16","7.2","0.15","0","16","0","0"
"3","9","19","0","0","15","7","0.15","0","15","0","0"
"3","9","20","0","0","15","6.2","0.15","0","15","0","0"
"3","9","21","0","0","15","5.3","0.15","0","15","0","0"
"3","9","22","0","0","16","4.5","0.15","0","16","0","0"
"3","9","23","0","0","16","4.3","0.15","0","16","0","0"
"3","10","0","0","0","16","4.8","0.15","0","16","0","0"
"3","10","1","0","0","15","4.8","0.15","0","15","0","0"
