total_load_kwh,total_pv_kwh,pv_curtailed_kwh,pv_used_kwh,energy_not_served_kwh,self_sufficiency_percent,pv_utilization_percent,throughput_charge_kwh,throughput_discharge_kwh,estimated_full_cycles,loss_of_load_hours,max_contiguous_lol_hours,diag_pv_points,diag_load_points,diag_pv_step_seconds,diag_load_step_seconds,diag_target_freq,diag_target_step_hours,diag_pv_mean_before,diag_pv_mean_after,diag_load_mean_before,diag_load_mean_after,diag_interp,capacity_kwh,power_kw
142708.0,229183.86,85985.51,143198.35,2578.74,98.0,62.0,37132.17,34063.07,32.26,647,36,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,550,60.0
142708.0,229183.86,85398.09,143785.77,2061.38,99.0,63.0,37719.59,34580.44,30.02,488,34,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,600,60.0
142708.0,229183.86,84992.98,144190.88,1712.03,99.0,63.0,38124.69,34929.78,27.99,321,22,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,650,60.0
142708.0,229183.86,84709.84,144474.02,1475.09,99.0,63.0,38407.83,35166.73,26.17,285,21,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,700,60.0
142708.0,229183.86,84439.57,144744.29,1250.0,99.0,63.0,38678.11,35391.81,24.58,208,21,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,750,60.0
142708.0,229183.86,84205.19,144978.67,1058.0,99.0,63.0,38912.48,35583.81,23.17,199,19,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,800,60.0
142708.0,229183.86,83999.48,145184.38,892.42,99.0,63.0,39118.2,35749.4,21.91,182,18,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,850,60.0
142708.0,229183.86,83811.98,145371.88,743.62,99.0,63.0,39305.7,35898.2,20.77,159,18,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,900,60.0
142708.0,229183.86,83624.48,145559.38,594.82,100.0,64.0,39493.2,36047.0,19.76,146,17,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,950,60.0
142708.0,229183.86,83461.69,145722.17,468.79,100.0,64.0,39655.99,36173.03,18.84,122,16,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1000,60.0
142708.0,229183.86,83321.06,145862.8,363.19,100.0,64.0,39796.61,36278.63,18.0,117,15,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1050,60.0
142708.0,229183.86,83189.02,145994.84,265.5,100.0,64.0,39928.66,36376.32,17.22,89,15,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1100,60.0
142708.0,229183.86,83095.27,146088.59,203.1,100.0,64.0,40022.41,36438.72,16.5,86,15,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1150,60.0
142708.0,229183.86,83001.52,146182.34,140.7,100.0,64.0,40116.16,36501.12,15.84,84,14,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1200,60.0
142708.0,229183.86,82919.05,146264.81,88.7,100.0,64.0,40198.62,36553.12,15.23,56,14,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1250,60.0
142708.0,229183.86,82872.18,146311.68,69.5,100.0,64.0,40245.5,36572.32,14.65,55,14,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1300,60.0
142708.0,229183.86,82825.3,146358.56,50.3,100.0,64.0,40292.37,36591.52,14.12,35,14,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1350,60.0
142708.0,229183.86,82778.43,146405.43,31.1,100.0,64.0,40339.25,36610.72,13.62,28,14,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1400,60.0
142708.0,229183.86,82731.55,146452.31,11.9,100.0,64.0,40386.12,36629.92,13.16,13,6,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1450,60.0
142708.0,229183.86,82692.6,146491.26,0.0,100.0,64.0,40425.07,36641.82,12.72,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1500,60.0
142708.0,229183.86,82666.56,146517.3,0.0,100.0,64.0,40451.11,36641.82,12.31,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1550,60.0
142708.0,229183.86,82640.52,146543.34,0.0,100.0,64.0,40477.16,36641.82,11.93,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1600,60.0
142708.0,229183.86,82614.48,146569.38,0.0,100.0,64.0,40503.2,36641.82,11.57,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1650,60.0
142708.0,229183.86,82588.44,146595.42,0.0,100.0,64.0,40529.24,36641.82,11.23,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1700,60.0
142708.0,229183.86,82562.39,146621.47,0.0,100.0,64.0,40555.28,36641.82,10.91,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1750,60.0
142708.0,229183.86,82536.35,146647.51,0.0,100.0,64.0,40581.32,36641.82,10.6,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1800,60.0
142708.0,229183.86,82510.31,146673.55,0.0,100.0,64.0,40607.36,36641.82,10.32,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1850,60.0
142708.0,229183.86,82484.27,146699.59,0.0,100.0,64.0,40633.41,36641.82,10.04,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1900,60.0
142708.0,229183.86,82458.23,146725.63,0.0,100.0,64.0,40659.45,36641.82,9.79,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,1950,60.0
142708.0,229183.86,82432.19,146751.67,0.0,100.0,64.0,40685.49,36641.82,9.54,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2000,60.0
142708.0,229183.86,82406.14,146777.72,0.0,100.0,64.0,40711.53,36641.82,9.31,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2050,60.0
142708.0,229183.86,82380.1,146803.76,0.0,100.0,64.0,40737.57,36641.82,9.09,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2100,60.0
142708.0,229183.86,82354.06,146829.8,0.0,100.0,64.0,40763.61,36641.82,8.88,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2150,60.0
142708.0,229183.86,82328.02,146855.84,0.0,100.0,64.0,40789.66,36641.82,8.67,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2200,60.0
142708.0,229183.86,82301.98,146881.88,0.0,100.0,64.0,40815.7,36641.82,8.48,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2250,60.0
142708.0,229183.86,82275.94,146907.92,0.0,100.0,64.0,40841.74,36641.82,8.3,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2300,60.0
142708.0,229183.86,82249.89,146933.97,0.0,100.0,64.0,40867.78,36641.82,8.12,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2350,60.0
142708.0,229183.86,82223.85,146960.01,0.0,100.0,64.0,40893.82,36641.82,7.95,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2400,60.0
142708.0,229183.86,82197.81,146986.05,0.0,100.0,64.0,40919.86,36641.82,7.79,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2450,60.0
142708.0,229183.86,82171.77,147012.09,0.0,100.0,64.0,40945.91,36641.82,7.63,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,14.26921322690992,16.247281835259294,linear,2500,60.0
