total_load_kwh,total_pv_kwh,pv_curtailed_kwh,pv_used_kwh,energy_not_served_kwh,self_sufficiency_percent,pv_utilization_percent,throughput_charge_kwh,throughput_discharge_kwh,estimated_full_cycles,loss_of_load_hours,max_contiguous_lol_hours,diag_pv_points,diag_load_points,diag_pv_step_seconds,diag_load_step_seconds,diag_target_freq,diag_target_step_hours,diag_pv_mean_before,diag_pv_mean_after,diag_load_mean_before,diag_load_mean_after,diag_interp,capacity_kwh,power_kw
121823.0,229183.86,104714.91,124468.95,365.07,100.0,54.0,35709.19,32698.16,26.2,86,18,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,650,60.0
121823.0,229183.86,104574.28,124609.58,259.47,100.0,54.0,35849.81,32803.76,24.41,64,17,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,700,60.0
121823.0,229183.86,104469.83,124714.03,187.21,100.0,54.0,35954.27,32876.03,22.83,32,16,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,750,60.0
121823.0,229183.86,104396.91,124786.95,144.01,100.0,54.0,36027.18,32919.23,21.43,31,15,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,800,60.0
121823.0,229183.86,104323.99,124859.86,100.81,100.0,54.0,36100.1,32962.43,20.2,29,14,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,850,60.0
121823.0,229183.86,104251.08,124932.78,57.61,100.0,55.00000000000001,36173.02,33005.63,19.1,28,14,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,900,60.0
121823.0,229183.86,104178.16,125005.7,14.41,100.0,55.00000000000001,36245.93,33048.83,18.12,15,7,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,950,60.0
121823.0,229183.86,104136.49,125047.37,0.0,100.0,55.00000000000001,36287.61,33063.24,17.22,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1000,60.0
121823.0,229183.86,104110.45,125073.41,0.0,100.0,55.00000000000001,36313.65,33063.24,16.4,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1050,60.0
121823.0,229183.86,104084.4,125099.46,0.0,100.0,55.00000000000001,36339.69,33063.24,15.65,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1100,60.0
121823.0,229183.86,104058.36,125125.5,0.0,100.0,55.00000000000001,36365.73,33063.24,14.97,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1150,60.0
121823.0,229183.86,104032.32,125151.54,0.0,100.0,55.00000000000001,36391.77,33063.24,14.35,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1200,60.0
121823.0,229183.86,104006.28,125177.58,0.0,100.0,55.00000000000001,36417.82,33063.24,13.78,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1250,60.0
121823.0,229183.86,103980.24,125203.62,0.0,100.0,55.00000000000001,36443.86,33063.24,13.25,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1300,60.0
121823.0,229183.86,103954.2,125229.66,0.0,100.0,55.00000000000001,36469.9,33063.24,12.76,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1350,60.0
121823.0,229183.86,103928.15,125255.71,0.0,100.0,55.00000000000001,36495.94,33063.24,12.3,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1400,60.0
121823.0,229183.86,103902.11,125281.75,0.0,100.0,55.00000000000001,36521.98,33063.24,11.88,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1450,60.0
121823.0,229183.86,103876.07,125307.79,0.0,100.0,55.00000000000001,36548.02,33063.24,11.48,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1500,60.0
121823.0,229183.86,103850.03,125333.83,0.0,100.0,55.00000000000001,36574.07,33063.24,11.11,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1550,60.0
121823.0,229183.86,103823.99,125359.87,0.0,100.0,55.00000000000001,36600.11,33063.24,10.76,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1600,60.0
121823.0,229183.86,103797.95,125385.91,0.0,100.0,55.00000000000001,36626.15,33063.24,10.44,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1650,60.0
121823.0,229183.86,103771.9,125411.96,0.0,100.0,55.00000000000001,36652.19,33063.24,10.13,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1700,60.0
121823.0,229183.86,103745.86,125438.0,0.0,100.0,55.00000000000001,36678.23,33063.24,9.84,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1750,60.0
121823.0,229183.86,103719.82,125464.04,0.0,100.0,55.00000000000001,36704.27,33063.24,9.57,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1800,60.0
121823.0,229183.86,103693.78,125490.08,0.0,100.0,55.00000000000001,36730.32,33063.24,9.31,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1850,60.0
121823.0,229183.86,103667.74,125516.12,0.0,100.0,55.00000000000001,36756.36,33063.24,9.06,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1900,60.0
121823.0,229183.86,103641.7,125542.16,0.0,100.0,55.00000000000001,36782.4,33063.24,8.83,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,1950,60.0
121823.0,229183.86,103615.65,125568.21,0.0,100.0,55.00000000000001,36808.44,33063.24,8.61,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2000,60.0
121823.0,229183.86,103589.61,125594.25,0.0,100.0,55.00000000000001,36834.48,33063.24,8.4,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2050,60.0
121823.0,229183.86,103563.57,125620.29,0.0,100.0,55.00000000000001,36860.52,33063.24,8.2,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2100,60.0
121823.0,229183.86,103537.53,125646.33,0.0,100.0,55.00000000000001,36886.57,33063.24,8.01,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2150,60.0
121823.0,229183.86,103511.49,125672.37,0.0,100.0,55.00000000000001,36912.61,33063.24,7.83,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2200,60.0
121823.0,229183.86,103485.45,125698.41,0.0,100.0,55.00000000000001,36938.65,33063.24,7.65,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2250,60.0
121823.0,229183.86,103459.4,125724.46,0.0,100.0,55.00000000000001,36964.69,33063.24,7.49,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2300,60.0
121823.0,229183.86,103433.36,125750.5,0.0,100.0,55.00000000000001,36990.73,33063.24,7.33,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2350,60.0
121823.0,229183.86,103407.32,125776.54,0.0,100.0,55.00000000000001,37016.77,33063.24,7.18,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2400,60.0
121823.0,229183.86,103381.28,125802.58,0.0,100.0,55.00000000000001,37042.82,33063.24,7.03,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2450,60.0
121823.0,229183.86,103355.24,125828.62,0.0,100.0,55.00000000000001,37068.86,33063.24,6.89,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16254095613291,26.092543835114057,11.887799315849486,13.869528092446064,linear,2500,60.0
