total_load_kwh,total_pv_kwh,pv_curtailed_kwh,pv_used_kwh,energy_not_served_kwh,self_sufficiency_percent,pv_utilization_percent,throughput_charge_kwh,throughput_discharge_kwh,estimated_full_cycles,loss_of_load_hours,max_contiguous_lol_hours,diag_pv_points,diag_load_points,diag_pv_step_seconds,diag_load_step_seconds,diag_target_freq,diag_target_step_hours,diag_pv_mean_before,diag_pv_mean_after,diag_load_mean_before,diag_load_mean_after,diag_interp,capacity_kwh,power_kw
67223.5,87308.09,29623.29,57684.8,10436.59,84.0,66.0,11697.54,10799.65,112.3,5617,42,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,50,30.0
67223.5,87308.09,26394.5,60913.59,7441.73,89.0,70.0,14926.33,13794.5,71.65,3541,42,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,100,30.0
67223.5,87308.09,24565.49,62742.6,5752.06,91.0,72.0,16755.33,15484.18,53.62,2715,42,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,150,30.0
67223.5,87308.09,23096.66,64211.43,4422.38,93.0,74.0,18224.17,16813.86,43.74,2088,42,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,200,30.0
67223.5,87308.09,21985.2,65322.89,3422.06,95.0,75.0,19335.62,17814.17,37.11,1536,42,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,250,30.0
67223.5,87308.09,21104.82,66203.27,2634.7,96.0,76.0,20216.01,18601.53,32.29,1240,40,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,300,30.0
67223.5,87308.09,20437.49,66870.61,2043.68,97.0,77.0,20883.34,19192.55,28.56,925,38,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,350,30.0
67223.5,87308.09,19998.49,67309.61,1663.1,98.0,77.0,21322.34,19573.13,25.49,684,23,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,400,30.0
67223.5,87308.09,19663.88,67644.21,1378.73,98.0,77.0,21656.95,19857.51,22.98,580,23,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,450,30.0
67223.5,87308.09,19508.07,67800.02,1223.16,98.0,78.0,21812.76,20013.07,20.85,505,23,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,500,30.0
67223.5,87308.09,19367.44,67940.65,1074.36,98.0,78.0,21953.38,20161.87,19.09,465,23,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,550,30.0
67223.5,87308.09,19226.82,68081.27,925.56,99.0,78.0,22094.01,20310.67,17.63,421,23,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,600,30.0
67223.5,87308.09,19116.31,68191.78,804.51,99.0,78.0,22204.52,20431.72,16.37,325,23,8760,17540,3600.0,1800.0,30min,0.5,9.966677310476156,9.940011753830605,6.663625997719499,7.653384186258325,linear,650,30.0
